"id","corpus","area","title","url","year","source_type","priority","status","why_it_matters","source_file"
"eng-fw-langgraph-interrupts","engineering","framework-runtime","LangGraph interrupts","https://docs.langchain.com/oss/python/langgraph/interrupts","current","official-doc","A","fetched","Authoritative pause, persisted state, external-input wait, and resume semantics for agent workflow execution.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-policy-opa","engineering","policy-engine","Open Policy Agent documentation","https://www.openpolicyagent.org/docs","current","official-doc","A","fetched","Authoritative policy-decision model: structured input, policy evaluation, arbitrary structured output, and separation of decision from enforcement.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-proto-mcp-tasks-2025","engineering","protocol","MCP Tasks specification 2025-11-25","https://modelcontextprotocol.io/specification/2025-11-25/basic/utilities/tasks","2025-11-25","official-spec","A","fetched","Normative task-state transitions including working, input-required, completed, failed, and cancelled states.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-proto-mcp-transports-2025","engineering","protocol","MCP Transports specification 2025-11-25","https://modelcontextprotocol.io/specification/2025-11-25/basic/transports","2025-11-25","official-spec","A","fetched","Normative stdio and Streamable HTTP transports, SSE streaming and compatibility, plus the pluggable custom-transport extension point.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-proto-rfc9530-digest-fields","engineering","internet-standard","RFC 9530 Digest Fields","https://www.rfc-editor.org/rfc/rfc9530.html","2024","standard","A","fetched","IETF standard for integrity digests over HTTP message content and representations, used as checksum evidence.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-proto-websocket-rfc6455","engineering","internet-standard","RFC 6455 The WebSocket Protocol","https://www.rfc-editor.org/rfc/rfc6455.html","2011","standard","A","fetched","IETF WebSocket protocol definition used only to ground the WebSocket mechanism; its use as an MCP custom transport remains a Moonweave mapping decision.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-security-cvss-v4","engineering","vulnerability-severity","CVSS v4.0 Specification Document","https://www.first.org/cvss/v4.0/specification-document","2023","standard","A","fetched","FIRST qualitative severity scale explicitly defines Low, Medium, High, and Critical ratings.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-security-nist-abac","engineering","access-control","NIST SP 800-162 Guide to Attribute Based Access Control","https://csrc.nist.gov/pubs/sp/800/162/upd2/final","2019","official-guidance","A","fetched","Authoritative subject, object, operation, environment-attribute, policy, allow, and deny semantics for resource-access scope decisions.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-spec-openai-model-2025-10-27","engineering","instruction-governance","OpenAI Model Spec 2025-10-27","https://model-spec.openai.com/2025-10-27","2025-10-27","official-spec","A","fetched","Authoritative chain-of-command model for instruction authority levels, scope, conflict resolution, and override behavior.","research/source-notes/ontology-source-claim-relevance-review.md"
"eng-std-posix-shell-2024","engineering","command-runtime","POSIX.1-2024 Shell Command Language","https://pubs.opengroup.org/onlinepubs/9799919799/utilities/V3_chap02.html","2024","standard","A","fetched","Normative command execution, redirection, standard output, standard error, and exit-status semantics.","research/source-notes/ontology-source-claim-relevance-review.md"
