relation_id,action,target_relation_id,target_relation_ids,target_mapping_id,rationale,reviewer,status
tool_invocation_execution_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_invocation_execution_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_invocation_execution_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_mcp_transport_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_mcp_transport_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_mcp_transport_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_registry_definition_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_registry_definition_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_registry_definition_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_registry_registers_tool_definition,merge_into_reviewed_relation,ToolRegistry-contains_definition-ToolDefinition,"[""ToolRegistry-contains_definition-ToolDefinition""]",,“tool_registry_registers_tool_definition” and “ToolRegistry-contains_definition-ToolDefinition” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
tool_result_conforms_to_schema,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_result_flagged_as_tool_stream_injection,migrate_reviewed_relation,tool_result_flagged_as_tool_stream_injection,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_result_observation_enters_context,migrate_reviewed_relation,tool_result_observation_enters_context,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_result_scanned_by_pattern_scan,migrate_reviewed_relation,tool_result_scanned_by_pattern_scan,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_search_produces_candidate_set,merge_into_reviewed_relation,ToolSearch-produces-ToolCandidateSet,"[""ToolSearch-produces-ToolCandidateSet""]",,“tool_search_produces_candidate_set” and “ToolSearch-produces-ToolCandidateSet” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
tool_selection_decision_rejects_candidate,migrate_reviewed_relation,tool_selection_decision_rejects_candidate,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_selection_decision_selects_tool,migrate_reviewed_relation,tool_selection_decision_selects_tool,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_side_effect_materializes_side_effect,migrate_reviewed_relation,tool_side_effect_materializes_side_effect,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_side_effect_requires_commit_gate,migrate_reviewed_relation,tool_side_effect_requires_commit_gate,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_warning_attached_to_result,migrate_reviewed_relation,tool_warning_attached_to_result,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
top_k_selection_selects_retrieved_chunk,migrate_reviewed_relation,top_k_selection_selects_retrieved_chunk,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
trace_contains_span,merge_into_reviewed_relation,TraceRecord-contains_span-TraceSpan,"[""TraceRecord-contains_span-TraceSpan""]",,“trace_contains_span” and “TraceRecord-contains_span-TraceSpan” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
trace_event_belongs_to_span,merge_into_reviewed_relation,TraceSpan-records_event-TraceEvent,"[""TraceSpan-records_event-TraceEvent""]",,"The legacy assertion is represented once by the retained canonical relation; its former direction is exposed through the reviewed inverse reading.",codex-legacy-relation-reviewer,accepted
trace_event_caused_by,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
trace_event_ordered_before,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
trace_event_recorded_as_log_record,migrate_reviewed_relation,trace_event_recorded_as_log_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
trace_event_records_error_event,migrate_reviewed_relation,trace_event_records_error_event,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
trace_has_context,migrate_reviewed_relation,trace_has_context,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
trace_link_source_span,migrate_reviewed_relation,trace_link_source_span,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
trace_link_target_span,migrate_reviewed_relation,trace_link_target_span,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
trace_record_exported_as_trace_export,migrate_reviewed_relation,trace_record_exported_as_trace_export,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
trace_span_exported_by_trace_export,migrate_reviewed_relation,trace_span_exported_by_trace_export,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
transfers_control_to,migrate_reviewed_relation,transfers_control_to,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
triggers_revision_attempt,migrate_reviewed_relation,triggers_revision_attempt,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
truncated_by_window,migrate_reviewed_relation,truncated_by_window,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
uses,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
uses_agent_as_tool,migrate_reviewed_relation,uses_agent_as_tool,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
uses_protocol_envelope,merge_into_reviewed_relation,ProtocolEnvelope-wraps-Message,"[""ProtocolEnvelope-wraps-Message""]",,"The legacy assertion is represented once by the retained canonical relation; its former direction is exposed through the reviewed inverse reading.",codex-legacy-relation-reviewer,accepted
uses_resource,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
uses_runtime_environment,preserve_distinct_fact,uses_runtime_environment,"[""RunAttempt-occurs_in-RuntimeEnvironment"",""uses_runtime_environment""]",,"occurs_in identifies the host environment and temporal boundary where the attempt happens; uses_runtime_environment records an additional runtime dependency, so neither fact entails the other.",codex-legacy-relation-reviewer,accepted
vector_index_contains_embedding,migrate_reviewed_relation,vector_index_contains_embedding,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
warning_event_raises_warning,merge_into_reviewed_relation,WarningEvent-raises-Warning,"[""WarningEvent-raises-Warning""]",,“warning_event_raises_warning” and “WarningEvent-raises-Warning” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
yields_run_outcome,merge_into_reviewed_relation,RunAttempt-produces-RunOutcome,"[""RunAttempt-produces-RunOutcome""]",,“yields_run_outcome” and “RunAttempt-produces-RunOutcome” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
