concept_id,current_plane_id,current_module_id,current_kind,decision,proposed_kind,primary_parent_relation_id,additional_parent_relation_ids,target_plane_id,target_module_id,target_concept_id,convert_to_field_id,convert_to_allowed_value_of,merge_into_id,replaced_by_id,definition_action,example_action,source_action,required_new_relation_ids,rationale,reviewer,review_status
StandardError,info-plane,info-container-command,resource_type,keep_reparent,collection,StandardError-is_a-OutputStream,,info-plane,info-container-command,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StandardError-is_a-OutputStream""]",任一 stderr 都是按产生顺序组织片段的 OutputStream，区分特征是诊断输出通道。 / Every stderr stream is an OutputStream ordered by production time and distinguished by its diagnostic channel.,codex-info-ontology-reviewer,accepted
StandardErrorChunk,info-plane,info-container-command,resource_type,keep_reparent,information,StandardErrorChunk-is_a-OutputChunk,,info-plane,info-container-command,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StandardErrorChunk-is_a-OutputChunk""]",任一标准错误分块都是来源通道为 stderr 的 OutputChunk。 / Every StandardErrorChunk is an OutputChunk whose source channel is stderr.,codex-info-ontology-reviewer,accepted
StandardOutput,info-plane,info-container-command,resource_type,keep_reparent,collection,StandardOutput-is_a-OutputStream,,info-plane,info-container-command,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StandardOutput-is_a-OutputStream""]",任一 stdout 都是按产生顺序组织片段的 OutputStream，区分特征是常规输出通道。 / Every stdout stream is an OutputStream ordered by production time and distinguished by its regular-output channel.,codex-info-ontology-reviewer,accepted
StandardOutputChunk,info-plane,info-container-command,resource_type,keep_reparent,information,StandardOutputChunk-is_a-OutputChunk,,info-plane,info-container-command,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StandardOutputChunk-is_a-OutputChunk""]",任一标准输出分块都是来源通道为 stdout 的 OutputChunk。 / Every StandardOutputChunk is an OutputChunk whose source channel is stdout.,codex-info-ontology-reviewer,accepted
StatechartAdapter,adapter-plane,adapter-statecharts,adapter_type,keep_reparent,capability,StatechartAdapter-is_a-Adapter,,adapter-plane,adapter-statecharts,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StatechartAdapter-is_a-Adapter""]","状态图适配器是把外部状态、转移、事件、守卫与动作映射到统一运行和编排概念的 Adapter。 / StatechartAdapter is an Adapter mapping external states, transitions, events, guards, and actions to canonical runtime and orchestration concepts.",codex-safety-adapter-ontology-reviewer,accepted
StateDiff,runtime-plane,runtime-observability,resource_type,keep_reparent,information,StateDiff-is_a-StateRecord,,runtime-plane,runtime-observability,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StateDiff-is_a-StateRecord""]","状态差异是以两个状态版本之间增删改为区分内容的一种状态记录。 / A StateDiff is a StateRecord distinguished by additions, removals, and changes between two state versions.",codex-runtime-orchestration-ontology-reviewer,accepted
StateSnapshot,runtime-plane,runtime-observability,resource_type,keep_reparent,information,StateSnapshot-is_a-StateRecord,,runtime-plane,runtime-observability,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StateSnapshot-is_a-StateRecord""]",状态快照是以某一时点完整状态为区分内容的一种状态记录。 / A StateSnapshot is a StateRecord distinguished by capturing complete state at a point in time.,codex-runtime-orchestration-ontology-reviewer,accepted
StopCondition,orchestration-plane,orchestration-routing-control,policy_type,keep_reparent,specification,StopCondition-is_a-RoutingCondition,,orchestration-plane,orchestration-routing-control,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StopCondition-is_a-RoutingCondition""]","停止条件是一种以成功、失败、预算、安全或人工决定终止循环为区分用途的路由条件。 / StopCondition is a RoutingCondition distinguished by terminating a loop on success, failure, budget, safety, or human decision.",codex-runtime-orchestration-ontology-reviewer,accepted
StopRetryLineage,orchestration-plane,orchestration-evaluation,event_type,keep_reparent,information,StopRetryLineage-is_a-RevisionArtifact,,orchestration-plane,orchestration-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StopRetryLineage-is_a-RevisionArtifact""]","停止重试脉络是把审核、失败或闸门结果连接到后续重试、停止或回滚的一种修订产物记录。 / StopRetryLineage is a RevisionArtifact record linking review, failure, or gate outcomes to retry, stop, or rollback paths.",codex-runtime-orchestration-ontology-reviewer,accepted
StorageArea,memory-plane,memory-ingestion,object_type,keep_root,entity,,,memory-plane,memory-ingestion,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"StorageArea 是由容量、命名空间、权限和信任策略限定的存储表面，不必然是单个 IngestibleResource。 / A StorageArea is a storage surface bounded by capacity, namespace, access, and trust policy and is not necessarily one IngestibleResource.",codex-memory-ontology-reviewer,accepted
StructuredDataBlock,info-plane,info-content-block-modality,resource_type,keep_reparent,information,StructuredDataBlock-is_a-ContentBlock,,info-plane,info-content-block-modality,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""StructuredDataBlock-is_a-ContentBlock""]",任一结构化数据块都是载荷具有机器可解析结构的 ContentBlock。 / Every StructuredDataBlock is a ContentBlock whose payload has machine-interpretable structure.,codex-info-ontology-reviewer,accepted
Subagent,orchestration-plane,orchestration-actors-delegation,actor_type,merge,,,,orchestration-plane,orchestration-actors-delegation,SubagentRole,,,SubagentRole,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"旧 Subagent 与 SubagentRole 都描述受限上下文、权限、工具和汇报职责；保留两者会重复角色概念，具体承担者由 Actor bears Role 表示。 / Legacy Subagent and SubagentRole both describe bounded context, authority, tools, and reporting duties; they are merged into the role, with the performer represented through Actor bears Role.",codex-runtime-orchestration-ontology-reviewer,accepted
SubagentContext,orchestration-plane,orchestration-actors-delegation,resource_type,keep_root,information,,,orchestration-plane,orchestration-actors-delegation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"子智能体上下文是委派给角色的可见消息、来源、记忆和任务状态信息，受 ContextIsolation 规约限制。 / SubagentContext is the visible message, source, memory, and task-state information delegated to a role and bounded by ContextIsolation.",codex-runtime-orchestration-ontology-reviewer,accepted
SubagentRole,orchestration-plane,orchestration-actors-delegation,resource_type,retype,role,SubagentRole-is_a-CoordinationRole,,orchestration-plane,orchestration-actors-delegation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""SubagentRole-is_a-CoordinationRole""]","子智能体角色是以受限任务、权限、上下文和向上汇报为区分特征的一种协调角色。 / SubagentRole is a CoordinationRole distinguished by bounded work, authority, context, and upward reporting.",codex-runtime-orchestration-ontology-reviewer,accepted
SuccessCriterion,feedback-plane,feedback-metrics-evaluation,policy_type,keep_reparent,specification,SuccessCriterion-is_a-EvaluationCriterion,,feedback-plane,feedback-metrics-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""SuccessCriterion-is_a-EvaluationCriterion""]",成功准则是在 EvaluationCriterion 上限定可接受成功条件的一种准则。 / A success criterion is an EvaluationCriterion specialized to define an acceptable success condition.,codex-tool-feedback-ontology-reviewer,accepted
SuppressedContext,info-plane,info-output-disclosure,resource_type,keep_reparent,information,SuppressedContext-is_a-DisclosureArtifact,,info-plane,info-output-disclosure,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""SuppressedContext-is_a-DisclosureArtifact""]","任一已抑制上下文都是记录因策略、隐私、相关性或预算未披露内容的 DisclosureArtifact。 / Every SuppressedContext is a DisclosureArtifact recording content withheld for policy, privacy, relevance, or budget reasons.",codex-info-ontology-reviewer,accepted
SuppressedOutput,safety-plane,safety-commit-redaction,resource_type,keep_root,information,,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],被抑制输出是因策略未向特定接收方释放的输出信息，记录抑制原因而不把状态做子类。 / SuppressedOutput is output information not released to a particular recipient under policy and records the suppression reason; suppression state is not a subclass axis.,codex-safety-adapter-ontology-reviewer,accepted
SWEBenchAdapter,adapter-plane,adapter-benchmarks,adapter_type,keep_reparent,capability,SWEBenchAdapter-is_a-BenchmarkAdapter,,adapter-plane,adapter-benchmarks,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""SWEBenchAdapter-is_a-BenchmarkAdapter""]","SWE-bench 适配器以软件问题、代码仓库环境、补丁产物与测试结果映射为区分特征。 / SWEBenchAdapter specializes BenchmarkAdapter by software issue, repository environment, patch artifact, and test-result mappings.",codex-safety-adapter-ontology-reviewer,accepted
Synthesis,orchestration-plane,orchestration-composition,event_type,retype,activity,,,orchestration-plane,orchestration-composition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"旧定义明确它是合并输入并产生结果的可观察发生过程，因此重定型为活动，不按计划草案机械挂到 CompositionPattern。 / Its definition is an observable process that combines inputs and produces a result, so it is retyped as an activity rather than mechanically placed under CompositionPattern.",codex-runtime-orchestration-ontology-reviewer,accepted
SynthesisInput,orchestration-plane,orchestration-composition,resource_type,keep_root,information,,,orchestration-plane,orchestration-composition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"综合输入是被综合活动消费且保留来源的工作者输出、证据或片段信息，不是一种综合活动。 / SynthesisInput is provenance-bearing worker output, evidence, or fragment information consumed by synthesis, not a kind of synthesis activity.",codex-runtime-orchestration-ontology-reviewer,accepted
SynthesisOutput,orchestration-plane,orchestration-composition,resource_type,keep_root,information,,,orchestration-plane,orchestration-composition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],综合输出是综合活动产生并可追溯到输入的结果信息，不是 Synthesis 的子类。 / SynthesisOutput is result information produced by synthesis and traceable to inputs; it is not a subtype of Synthesis.,codex-runtime-orchestration-ontology-reviewer,accepted
SynthesisPlan,orchestration-plane,orchestration-composition,resource_type,keep_root,specification,,,orchestration-plane,orchestration-composition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"综合计划规定输入选择、优先级与冲突处理，是治理活动的规约，不是输出或活动。 / SynthesisPlan specifies input selection, precedence, and conflict handling; it governs the activity and is neither output nor activity.",codex-runtime-orchestration-ontology-reviewer,accepted
SystemMessage,info-plane,info-messages-instructions,resource_type,keep_reparent,information,SystemMessage-is_a-Message,,info-plane,info-messages-instructions,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""SystemMessage-is_a-Message""]",任一系统消息都是发送角色为 system、携带高权威约束或会话框架的 Message。 / Every SystemMessage is a Message sent under the system role and carrying high-authority constraints or session framing.,codex-info-ontology-reviewer,accepted
SystemPrompt,info-plane,info-messages-instructions,resource_type,keep_reparent,specification,SystemPrompt-is_a-Instruction,,info-plane,info-messages-instructions,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""SystemPrompt-is_a-Instruction""]",任一系统提示都是以 system 权威框定模型行为的 Instruction；它可由 SystemMessage 承载但不等同于消息包络。 / Every SystemPrompt is an Instruction framing model behavior with system authority; it may be carried by a SystemMessage but is not the envelope itself.,codex-info-ontology-reviewer,accepted
SystemServiceActor,runtime-plane,runtime-actors,actor_type,keep_reparent,entity,SystemServiceActor-is_a-SoftwareActor,,runtime-plane,runtime-actors,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""SystemServiceActor-is_a-SoftwareActor""]","系统服务参与者是代表调度、沙箱、存储、遥测或策略中介的一种内部软件主体。 / A SystemServiceActor is an internal SoftwareActor representing scheduling, sandboxing, storage, telemetry, or policy mediation.",codex-runtime-orchestration-ontology-reviewer,accepted
TableBlock,info-plane,info-content-block-modality,resource_type,keep_reparent,information,TableBlock-is_a-ContentBlock,,info-plane,info-content-block-modality,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TableBlock-is_a-ContentBlock""]","任一表格块都是以行、列和单元格结构为区分特征的 ContentBlock。 / Every TableBlock is a ContentBlock distinguished by row, column, and cell structure.",codex-info-ontology-reviewer,accepted
TaintedSource,safety-plane,safety-injection-defense,resource_type,keep_reparent,entity,TaintedSource-is_a-TaintEntity,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaintedSource-is_a-TaintEntity""]",污点来源是因来源级不可信或敏感标记而成为污点承载实体的一类 TaintEntity。 / TaintedSource is a TaintEntity distinguished by source-level untrusted or sensitive marking.,codex-safety-adapter-ontology-reviewer,accepted
TaintedSpan,safety-plane,safety-injection-defense,resource_type,keep_reparent,entity,TaintedSpan-is_a-TaintEntity,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaintedSpan-is_a-TaintEntity""]",污点片段是以精确文本或结构范围承载污点的 TaintEntity，与完整来源可并列。 / TaintedSpan is a TaintEntity that bears taint over an exact textual or structural range and may coexist with a tainted source.,codex-safety-adapter-ontology-reviewer,accepted
TaintPropagation,safety-plane,safety-injection-defense,relation_type,keep_root,event,,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],污点传播是污点从一个承载实体转移到另一个承载实体的事件，不是 TaintEntity 的子类。 / TaintPropagation is an event in which taint moves from one taint-bearing entity to another; it is not a TaintEntity subtype.,codex-safety-adapter-ontology-reviewer,accepted
Task,orchestration-plane,orchestration-task-planning,object_type,retype,specification,Task-is_a-WorkSpecification,,orchestration-plane,orchestration-task-planning,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""Task-is_a-WorkSpecification""]","旧定义混合任务定义与执行实例；本次把 Task 收敛为可分派工作规约，实际一次执行由 RunAttempt 表示。 / The legacy definition mixed task definition and execution instance; Task is narrowed to an assignable work specification, while a concrete execution is represented by RunAttempt.",codex-runtime-orchestration-ontology-reviewer,accepted
TaskCompletionCriterion,orchestration-plane,orchestration-task-planning,resource_type,keep_reparent,specification,TaskCompletionCriterion-is_a-TaskCondition,,orchestration-plane,orchestration-task-planning,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaskCompletionCriterion-is_a-TaskCondition""]",完成判据是一种以可观察完成条件为区分内容的 TaskCondition。 / A TaskCompletionCriterion is a TaskCondition distinguished by observable satisfaction conditions.,codex-runtime-orchestration-ontology-reviewer,accepted
TaskConstraint,orchestration-plane,orchestration-task-planning,resource_type,keep_reparent,specification,TaskConstraint-is_a-TaskCondition,,orchestration-plane,orchestration-task-planning,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaskConstraint-is_a-TaskCondition""]","任务约束是一种限定截止期、预算、权限、能力或安全边界的 TaskCondition。 / A TaskConstraint is a TaskCondition that bounds deadlines, budget, authority, capability, or safety.",codex-runtime-orchestration-ontology-reviewer,accepted
TaskDependency,orchestration-plane,orchestration-task-planning,resource_type,keep_reparent,specification,TaskDependency-is_a-TaskCondition,,orchestration-plane,orchestration-task-planning,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaskDependency-is_a-TaskCondition""]","任务依赖是一种要求先决结果、资源或批准的 TaskCondition，而不是 Task 的子类。 / A TaskDependency is a TaskCondition requiring a prerequisite result, resource, or approval; it is not a subtype of Task.",codex-runtime-orchestration-ontology-reviewer,accepted
TaskDistribution,orchestration-plane,orchestration-actors-delegation,event_type,retype,activity,TaskDistribution-is_a-DelegationProcess,,orchestration-plane,orchestration-actors-delegation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaskDistribution-is_a-DelegationProcess""]",任务分发是把工作项分配给选定执行者并保留范围证据的一种委派过程。 / TaskDistribution is a DelegationProcess distinguished by assigning work items to selected performers with scope evidence.,codex-runtime-orchestration-ontology-reviewer,accepted
TaskMemory,memory-plane,memory-stores-scopes,resource_type,convert_to_controlled_value,,,,memory-plane,memory-stores-scopes,MemoryRecord,,MemoryRecord.memory_scope,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"任务描述记录适用的目标或工作项边界，可与 kind/duration 组合，迁为 memory_scope。 / Task describes the goal or work-item boundary in which a record applies and composes with kind and duration, so it becomes memory_scope.",codex-memory-ontology-reviewer,accepted
TaskPlan,orchestration-plane,orchestration-task-planning,resource_type,keep_reparent,specification,TaskPlan-is_a-WorkSpecification,,orchestration-plane,orchestration-task-planning,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaskPlan-is_a-WorkSpecification""]","任务计划是一种组织任务、步骤、依赖、约束和判据的工作规约。 / A TaskPlan is a WorkSpecification organizing tasks, steps, dependencies, constraints, and criteria.",codex-runtime-orchestration-ontology-reviewer,accepted
TaskStep,orchestration-plane,orchestration-task-planning,resource_type,keep_reparent,specification,TaskStep-is_a-WorkSpecification,,orchestration-plane,orchestration-task-planning,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TaskStep-is_a-WorkSpecification""]",任务步骤是一种描述计划内单个可执行或可审核步骤的工作规约；它通过 part-of 属于计划。 / A TaskStep is a WorkSpecification for one executable or reviewable step and belongs to a plan through part-of.,codex-runtime-orchestration-ontology-reviewer,accepted
Tau2Adapter,adapter-plane,adapter-benchmarks,adapter_type,keep_reparent,capability,Tau2Adapter-is_a-BenchmarkAdapter,,adapter-plane,adapter-benchmarks,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""Tau2Adapter-is_a-BenchmarkAdapter""]","tau2 适配器以双主体对话、工具操作、领域策略与验证结果映射为区分特征。 / Tau2Adapter specializes BenchmarkAdapter by dual-party dialogue, tool action, domain policy, and verification-result mappings.",codex-safety-adapter-ontology-reviewer,accepted
TelemetryEvent,feedback-plane,feedback-logging,event_type,keep_root,event,,,feedback-plane,feedback-logging,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],TelemetryEvent 是实际发出的仪表化事件，不强行继承信息制品；持久化后的表示可成为 LogRecord。 / TelemetryEvent is an emitted instrumentation event and is not forced under information artifacts; its persisted representation can become a LogRecord.,codex-tool-feedback-ontology-reviewer,accepted
TerminalBenchAdapter,adapter-plane,adapter-benchmarks,adapter_type,keep_reparent,capability,TerminalBenchAdapter-is_a-BenchmarkAdapter,,adapter-plane,adapter-benchmarks,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TerminalBenchAdapter-is_a-BenchmarkAdapter""]","Terminal-Bench 适配器以容器环境、终端命令轨迹、生成产物与验证器结果映射为区分特征。 / TerminalBenchAdapter specializes BenchmarkAdapter by container environment, terminal-command trajectory, artifact, and verifier-result mappings.",codex-safety-adapter-ontology-reviewer,accepted
TextBlock,info-plane,info-content-block-modality,resource_type,keep_reparent,information,TextBlock-is_a-ContentBlock,,info-plane,info-content-block-modality,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TextBlock-is_a-ContentBlock""]",任一文本块都是以字符或自然语言文本为载荷的 ContentBlock。 / Every TextBlock is a ContentBlock whose payload is character or natural-language text.,codex-info-ontology-reviewer,accepted
TextCorpus,memory-plane,memory-ingestion,resource_type,keep_reparent,collection,TextCorpus-is_a-IngestibleResource,,memory-plane,memory-ingestion,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TextCorpus-is_a-IngestibleResource""]",TextCorpus 是以一组文本或文本记录为区分特征的集合型 IngestibleResource。 / A TextCorpus is a collection-valued IngestibleResource distinguished by a set of texts or text-bearing records.,codex-memory-ontology-reviewer,accepted
TextDocument,info-plane,info-storage-sources,resource_type,keep_root,information,,,info-plane,info-storage-sources,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"文本文档是可被引用、分块、索引和组装的文本信息制品，不是对文档的引用。 / TextDocument is a textual information artifact that can be referenced, chunked, indexed, and assembled; it is not the reference to that artifact.",codex-info-ontology-reviewer,accepted
TextDocumentReference,info-plane,info-storage-sources,resource_type,keep_reparent,information,TextDocumentReference-is_a-SourceReference,,info-plane,info-storage-sources,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TextDocumentReference-is_a-SourceReference""]","任一文本文档引用都是以 TextDocument 为指称对象并携带位置、版本或摘要的 SourceReference。 / Every TextDocumentReference is a SourceReference whose referent is a TextDocument and that carries location, version, or digest.",codex-info-ontology-reviewer,accepted
TextEmbedding,memory-plane,memory-embedding-indexes,resource_type,keep_reparent,information,TextEmbedding-is_a-Embedding,,memory-plane,memory-embedding-indexes,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TextEmbedding-is_a-Embedding""]",TextEmbedding 是从文本内容编码得到的 Embedding。 / A TextEmbedding is an Embedding distinguished by being encoded from textual content.,codex-memory-ontology-reviewer,accepted
TfIdfIndex,memory-plane,memory-embedding-indexes,index_type,keep_reparent,entity,TfIdfIndex-is_a-Index,,memory-plane,memory-embedding-indexes,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""TfIdfIndex-is_a-Index""]",TfIdfIndex 是以词频—逆文档频率权重组织条目的 Index。 / A TfIdfIndex is an Index organized by term-frequency and inverse-document-frequency weights.,codex-memory-ontology-reviewer,accepted
ThinkAsTool,orchestration-plane,orchestration-evaluation,action_type,keep_root,activity,,,orchestration-plane,orchestration-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"工具式审议是有明确输入输出和审计元数据的可见活动/profile；它不是通用核心认知子类，也不保存私有推理。 / ThinkAsTool is a visible activity/profile with explicit input, output, and audit metadata; it is not a universal cognitive subtype and does not store private reasoning.",codex-runtime-orchestration-ontology-reviewer,accepted
ThreadId,info-plane,info-messages-instructions,resource_type,convert_to_field,,,,info-plane,info-messages-instructions,Conversation,thread_id,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"线程标识是跨恢复或任务分组的 Conversation 关联键，不具独立本体身份，迁为结构字段。 / A thread identifier is a Conversation correlation key for resumption or task grouping and has no independent ontological identity, so it becomes a field.",codex-info-ontology-reviewer,accepted
TokenCount,info-plane,info-content-block-modality,resource_type,convert_to_field,,,,info-plane,info-content-block-modality,ContentBlock,token_count,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],词元数是相对于指定分词器的数值测量，作为 ContentBlock 字段可携带计数与分词器版本，不应成为图节点。 / Token count is a numeric measurement relative to a tokenizer; as a ContentBlock field it can carry count and tokenizer version without becoming a graph node.,codex-info-ontology-reviewer,accepted
Tool,tool-plane,tool-registry-definition,object_type,keep_root,entity,,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"Tool 保留为可调用实现实体的上位根，与 ToolDefinition 和 ToolCapability 分开。 / Tool remains the root for callable implementation entities, distinct from ToolDefinition and ToolCapability.",codex-tool-feedback-ontology-reviewer,accepted
ToolApprovalGate,tool-plane,tool-invocation-execution,policy_type,retype,specification,,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"工具审批门是引用安全授权决定的执行前控制规范，不是 Call 或 Attempt 的父子类型。 / A tool approval gate is a pre-execution control specification referencing safety authorization decisions, not a Call or Attempt subtype.",codex-tool-feedback-ontology-reviewer,accepted
ToolArgument,tool-plane,tool-invocation-execution,resource_type,convert_to_field,,,,tool-plane,tool-invocation-execution,ToolCall,arguments,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],工具参数是一次 ToolCall 的结构化绑定值，应附着在调用节点。 / A tool argument is a structured bound value of a ToolCall and belongs on the call node.,codex-tool-feedback-ontology-reviewer,accepted
ToolArgumentSchema,tool-plane,tool-registry-definition,resource_type,convert_to_field,,,,tool-plane,tool-registry-definition,ToolDefinition,argument_schema,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],参数 Schema 没有独立生命周期或身份，应作为 ToolDefinition 的结构字段而非图节点。 / The argument schema lacks an independent lifecycle or identity and belongs in ToolDefinition structure fields.,codex-tool-feedback-ontology-reviewer,accepted
ToolBoundary,safety-plane,safety-trust-boundary,object_type,keep_reparent,specification,ToolBoundary-is_a-TrustBoundary,,safety-plane,safety-trust-boundary,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolBoundary-is_a-TrustBoundary""]","工具边界是意图转为可执行调用或工具输出返回时的 TrustBoundary；本地工具同样可形成该边界，故不从属于 ExternalBoundary。 / ToolBoundary is a TrustBoundary where intent becomes an executable call or tool output returns; local tools can create it, so it does not specialize ExternalBoundary.",codex-safety-adapter-ontology-reviewer,accepted
ToolCall,tool-plane,tool-invocation-execution,event_type,keep_reparent,activity,ToolCall-is_a-Invocation,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolCall-is_a-Invocation""]","ToolCall 是以工具为执行对象的一种 Invocation，与静态 ToolDefinition 和 ToolCallPlan 分开。 / A ToolCall is an Invocation directed at a tool, distinct from ToolDefinition and ToolCallPlan.",codex-tool-feedback-ontology-reviewer,accepted
ToolCallAttempt,tool-plane,tool-invocation-execution,event_type,keep_reparent,activity,ToolCallAttempt-is_a-InvocationAttempt,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolCallAttempt-is_a-InvocationAttempt""]",ToolCallAttempt 是尝试执行某次工具调用的一种 InvocationAttempt，拥有独立次数和状态。 / A ToolCallAttempt is an InvocationAttempt for a tool call with its own ordinal and state.,codex-tool-feedback-ontology-reviewer,accepted
ToolCallPlan,tool-plane,tool-invocation-execution,resource_type,keep_reparent,specification,ToolCallPlan-is_a-InvocationSpecification,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolCallPlan-is_a-InvocationSpecification""]","工具调用计划是规定拟用工具、参数、审批与重试的一种 InvocationSpecification；计划不是调用事件。 / A ToolCallPlan is an InvocationSpecification for proposed tool, arguments, approval, and retry; it is not the call event.",codex-tool-feedback-ontology-reviewer,accepted
