entity_id,decision,selected_source_ids,rejected_source_ids,rationale,reviewer,status
AX_context_assembly_applies_ordering_rule_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_context_assembly_includes_retrieved_chunk_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_context_assembly_uses_budget_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_context_exclusion_excludes_chunk_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_delegates_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-conductor"",""lit-agent-orchestrationbench""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_derived_from_source_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_derived_from_trace_event_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_document_attached_from_source_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_document_has_document_metadata_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_embedding_run_embeds_chunk_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_embedding_run_produces_vector_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_escalates_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent"",""lit-agent-toolsafe""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_excluded_from_context_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_logging_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_logging_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_logging_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_logging_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_logging_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_metrics_evaluation_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_metrics_evaluation_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_metrics_evaluation_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_metrics_evaluation_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_metrics_evaluation_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_review_optimization_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_review_optimization_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_review_optimization_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_review_optimization_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_review_optimization_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_warning_error_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_warning_error_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_warning_error_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_warning_error_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feedback_warning_error_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_feeds_back_to_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""lit-agent-conductor"",""lit-mech-reflexion""]","[""eng-fw-langsmith-docs"",""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-self-refine""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_index_build_run_produces_index_version_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_ingested_into_context_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_ingestion_run_loads_document_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_ingestion_run_writes_to_memory_store_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_long_term_memory_materializes_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_audit_event_records_memory_operation_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_chunking_situating_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_chunking_situating_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_chunking_situating_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_chunking_situating_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_chunking_situating_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_compaction_compacts_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_conflict_flags_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_consolidation_merges_records_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_consolidation_produces_summary_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_context_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_context_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_context_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_context_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_context_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_decay_lowers_record_priority_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_delete_removes_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_discard_rejects_item_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_embedding_indexes_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_embedding_indexes_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_embedding_indexes_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_embedding_indexes_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_embedding_indexes_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_eviction_evicts_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_expiration_expires_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_file_materializes_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_ingestion_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_ingestion_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_ingestion_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_ingestion_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_ingestion_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_merge_combines_records_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_record_belongs_to_namespace_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_record_has_scope_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_reflection_produces_reflective_memory_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_retrieval_ranking_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_retrieval_ranking_has_evidence_strength_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_retrieval_ranking_has_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
